0.968,0.185799,0.786567,0,-0.707107,0,0.707107
0.968,0.185799,0.786567,-0.5,-0.5,0.5,0.5
0.968,0.185799,0.786567,0.020723,-0.706803,-0.020723,0.706803
0.968,0.185799,0.786567,-0.514439,-0.485132,0.514439,0.485131
0.968,0.185799,0.786567,0.075154,-0.703102,-0.075154,0.703101
0.968,0.185799,0.786567,-0.55031,-0.444026,0.55031,0.444026
0.968,0.185799,0.786567,0.148797,-0.691274,-0.148797,0.691274
0.965001,0.185734,0.786546,-0.59402,-0.383589,0.59402,0.383589
0.965001,0.185734,0.786546,0.229902,-0.668689,-0.229902,0.668689
0.968,0.185799,0.786567,-0.6354,-0.310269,0.6354,0.310269
0.962002,0.185669,0.786525,0.310269,-0.6354,-0.310269,0.6354
0.968,0.185799,0.786567,-0.668689,-0.229902,0.668689,0.229902
0.965001,0.185734,0.786546,0.383589,-0.59402,-0.383589,0.59402
0.968,0.185799,0.786567,-0.691274,-0.148797,0.691274,0.148796
0.968,0.185799,0.786567,0.444026,-0.55031,-0.444026,0.55031
0.968,0.185798,0.786567,-0.703102,-0.075154,0.703102,0.0751503
0.968,0.185799,0.786567,0.485132,-0.514439,-0.485132,0.514438
0.968,0.185799,0.786567,-0.706803,-0.020723,0.706803,0.0207248
0.968,0.185799,0.786567,0.5,-0.5,-0.5,0.5
0.968,0.185799,0.786567,0.707107,0,-0.707107,0
0.964202,0.229211,0.786567,0.061628,-0.704416,0.061628,0.704416
0.964202,0.229211,0.786567,-0.45036,-0.545138,0.53818,0.458653
0.964202,0.229211,0.786567,0.082546,-0.702272,0.040656,0.705937
0.961256,0.228642,0.786546,-0.46637,-0.531506,0.55158,0.442447
0.964202,0.229211,0.786567,0.137095,-0.693689,-0.014555,0.706957
0.961257,0.228642,0.786546,-0.506423,-0.493493,0.584424,0.398056
0.964202,0.229211,0.786567,0.21009,-0.675176,-0.089656,0.7014
0.961256,0.228642,0.786546,-0.556033,-0.436837,0.623442,0.333647
0.964202,0.229211,0.786567,0.289474,-0.64514,-0.173049,0.685604
0.964202,0.229211,0.786567,-0.604368,-0.367069,0.658927,0.256545
0.961257,0.228642,0.786546,0.367069,-0.604368,-0.256545,0.658927
0.964202,0.229211,0.786567,-0.64514,-0.289474,0.685605,0.173048
0.958311,0.228073,0.786526,0.436837,-0.556033,-0.333647,0.623442
0.964202,0.229211,0.786567,-0.675176,-0.21009,0.7014,0.0896543
0.958311,0.228073,0.786526,0.493493,-0.506423,-0.398056,0.584424
0.964202,0.229211,0.786567,-0.693689,-0.137095,0.706957,0.014555
0.961256,0.228642,0.786546,0.531506,-0.46637,-0.442447,0.55158
0.964202,0.229211,0.786567,0.702272,0.082546,-0.705937,0.0406575
0.964202,0.229211,0.786567,0.545138,-0.45036,-0.458652,0.538181
0.964202,0.229211,0.786567,0.704416,0.061628,-0.704416,0.0616287
0.952923,0.271304,0.786567,0.122788,-0.696364,0.122788,0.696364
0.952923,0.271304,0.786567,-0.387384,-0.591552,0.566344,0.423384
0.952923,0.271304,0.786567,-0.40558,-0.579228,0.579228,0.40558
0.952923,0.271304,0.786567,0.144369,-0.692212,0.101088,0.699844
0.952923,0.271304,0.786567,0.199919,-0.678257,0.044115,0.705729
0.952923,0.271304,0.786567,-0.451129,-0.544502,0.610153,0.35737
0.952923,0.271304,0.786567,0.272945,-0.652304,-0.033383,0.706319
0.947307,0.269192,0.786526,-0.508008,-0.491861,0.645598,0.28845
0.947307,0.269192,0.786526,0.350936,-0.613876,-0.119814,0.696882
0.952923,0.271304,0.786567,-0.564532,-0.425798,0.676118,0.207037
0.950115,0.270248,0.786546,0.425798,-0.564532,-0.207038,0.676118
0.952923,0.271304,0.786567,-0.613876,-0.350936,0.696882,0.119815
0.950115,0.270248,0.786546,0.491861,-0.508008,-0.288449,0.645599
0.952922,0.271306,0.786567,-0.652304,-0.272945,0.706318,0.0333903
0.952923,0.271304,0.786567,0.544502,-0.451129,-0.35737,0.610153
0.952923,0.271304,0.786567,0.678257,0.199919,-0.705729,0.0441166
0.952923,0.271304,0.786567,0.579228,-0.40558,-0.40558,0.579228
0.952923,0.271304,0.786567,0.692212,0.144369,-0.699844,0.101087
0.952923,0.271304,0.786567,0.591552,-0.387384,-0.423384,0.566344
0.952923,0.271304,0.786567,0.696364,0.122788,-0.696364,0.122789
0.934506,0.310799,0.786567,0.183013,-0.683013,0.183013,0.683012
0.898231,0.289631,0.786278,-0.308792,-0.636119,0.585481,0.396499
0.934506,0.310799,0.786567,0.205817,-0.67649,0.160003,0.688767
0.898232,0.289631,0.786278,-0.329953,-0.625405,0.59845,0.37664
0.934506,0.310799,0.786567,0.26329,-0.656261,0.100114,0.699984
0.898231,0.289631,0.786278,-0.382568,-0.594678,0.628652,0.323723
0.934506,0.310799,0.786567,0.336854,-0.621715,0.019133,0.706848
0.900822,0.291143,0.786298,-0.448277,-0.546852,0.661646,0.249449
0.934506,0.310799,0.786567,-0.514404,-0.485168,0.688071,0.162967
0.903413,0.292655,0.786319,0.413447,-0.573639,-0.071236,0.703509
0.900822,0.291143,0.786298,0.485168,-0.514404,-0.162966,0.688071
0.934506,0.310799,0.786567,-0.573639,-0.413447,0.703509,0.0712374
0.900822,0.291143,0.786298,0.546852,-0.448277,-0.249449,0.661646
0.934506,0.3108,0.786567,0.621715,0.336854,-0.706848,0.0191287
0.900822,0.291143,0.786298,0.594678,-0.382568,-0.323723,0.628652
0.934506,0.310799,0.786567,0.656261,0.26329,-0.699984,0.100113
0.900823,0.291143,0.786298,0.625405,-0.329953,-0.37664,0.59845
0.934506,0.310799,0.786567,0.67649,0.205817,-0.688766,0.160005
0.934506,0.310799,0.786567,0.683013,0.183013,-0.683013,0.183012
0.900822,0.291143,0.786298,0.636119,-0.308792,-0.396499,0.585481
0.909511,0.346495,0.786567,0.241845,-0.664463,0.241845,0.664463
0.886501,0.327247,0.78636,-0.212086,-0.674551,0.596061,0.38041
0.909511,0.346495,0.786567,0.266624,-0.654913,0.216724,0.673076
0.886501,0.327247,0.78636,-0.237265,-0.666112,0.609924,0.35776
0.909511,0.346495,0.786567,0.327012,-0.626947,0.152488,0.690469
0.886501,0.327247,0.78636,-0.298836,-0.640856,0.640856,0.298837
